prompt,modified_prompt
"shadow of the tyrant Sun above the ruins of the old kingdom red sun dead sky necromantic solar mythos, award winning oil painting, solar mythos palette","shadow of the tyrant Sun above the ruins of the old kingdom red sun dead sky necromantic solar mythos, award winning oil painting, solar mythos palette with a cinematic atmosphere"
"woollen sweatshirt, lose knit, with the hulk crotched on the front, oversized, loose threads","woollen sweatshirt, lose knit, with the hulk crotched on the front, oversized, loose threads in high contrast"
Galactic nudibranches,Galactic nudibranches with dim lighting
Gordon Freeman half life,Gordon Freeman half life with a cinematic atmosphere
"formal portrait of white warrior rat, wearing plate armor with blue cloak, fantasy, digital art by eugene de blaas, ross tran, and nasreddine dinet, vibrant color scheme, intricately detailed, in the style of romanticism, cinematic, artstation, greg rutkowski","formal portrait of white warrior rat, wearing plate armor with blue cloak, fantasy, digital art by eugene de blaas, ross tran, and nasreddine dinet, vibrant color scheme, intricately detailed, in the style of romanticism, cinematic, artstation, greg rutkowski in high contrast"
"a portrait of an incredibly beautiful, colorful, graceful, elegant, and sophisticated young blonde girl made of cucumbers, an ultrafine detailed illustration by james jean, intricate linework, bright colors, final fantasy, behance contest winner, vanitas, angular, altermodern, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment","a portrait of an incredibly beautiful, colorful, graceful, elegant, and sophisticated young blonde girl made of cucumbers, an ultrafine detailed illustration by james jean, intricate linework, bright colors, final fantasy, behance contest winner, vanitas, angular, altermodern, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment in vibrant colors"
a magical and exquisite fantasy watercolor and ink illustration of an intricate and faceted crystal ball with a world inside of it dissolving in to light prism god rays dramatic lightning backlit caustics + refractive + DOF + sharp focus + watercolor artwork by Alvaro Castagnet,a magical and exquisite fantasy watercolor and ink illustration of an intricate and faceted crystal ball with a world inside of it dissolving in to light prism god rays dramatic lightning backlit caustics + refractive + DOF + sharp focus + watercolor artwork by Alvaro Castagnet with a cinematic atmosphere
"highly detailed portrait of wentworth miller as altair, in assassin's creed, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment","highly detailed portrait of wentworth miller as altair, in assassin's creed, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment in vibrant colors"
bongbong marcos in kpop concert,bongbong marcos in kpop concert with dim lighting
"Anime art by artgerm, Gil Elvgren, Vladimir Volegov, Earl Moran, Enoch Bolles","Anime art by artgerm, Gil Elvgren, Vladimir Volegov, Earl Moran, Enoch Bolles in high contrast"
"A changeling berserker, by Georges Rouault, Krenz Cushart, High Angle, Decopunk, Shaders, Ottensian dieselpunk, Optix","A changeling berserker, by Georges Rouault, Krenz Cushart, High Angle, Decopunk, Shaders, Ottensian dieselpunk, Optix with dim lighting"
"portrait of a cyberpunk surgeon ( persian woman ) with cybernetic implants ( futuristic transhuman cyborg ), detailed realism face in painting, detailed beautiful portrait, oil painting masterpiece, cyberpunk art, 8 k resolution, smooth, sharp focus, trending on artstation, by rembrandt","portrait of a cyberpunk surgeon ( persian woman ) with cybernetic implants ( futuristic transhuman cyborg ), detailed realism face in painting, detailed beautiful portrait, oil painting masterpiece, cyberpunk art, 8 k resolution, smooth, sharp focus, trending on artstation, by rembrandt in vibrant colors"
"sad prisoner holding ipad, prison cell, frustrated expression, dark mood, hopelessness, gloomy, in the style of frank miller","sad prisoner holding ipad, prison cell, frustrated expression, dark mood, hopelessness, gloomy, in the style of frank miller in high contrast"
"werecreature consisting of human and crow, photograph captured in a forest","werecreature consisting of human and crow, photograph captured in a forest with dim lighting"
landing scene from muppet!! save private ryan,landing scene from muppet!! save private ryan with dramatic shadows
"baby harp seals being eaten by a tyrannosaurus in a tropical alien world, atey ghailan, goro fujita, studio ghibli, scary lighting, clear focus, very coherent","baby harp seals being eaten by a tyrannosaurus in a tropical alien world, atey ghailan, goro fujita, studio ghibli, scary lighting, clear focus, very coherent with dim lighting"
"(anime girl), blue symmetric eyes 24yo, studio, 35mm, soft artistic filter, annie leibowit","(anime girl), blue symmetric eyes 24yo, studio, 35mm, soft artistic filter, annie leibowit in vibrant colors"
"young, super cute funky black girl, afro, off the shoulder shirt, sultry look, soulful, pouty lips, adorable, disney, cartoon, flat, vectors, simple colours, illustration, classic","young, super cute funky black girl, afro, off the shoulder shirt, sultry look, soulful, pouty lips, adorable, disney, cartoon, flat, vectors, simple colours, illustration, classic with dramatic shadows"
"cute little robot with grass hair, tomato hat and one chive in one hand, made in abyss style, standing on a forest","cute little robot with grass hair, tomato hat and one chive in one hand, made in abyss style, standing on a forest in high contrast"
thorns in the mud water drip by johfra bosschart sky realistic stormcloud with glimpses of flares,thorns in the mud water drip by johfra bosschart sky realistic stormcloud with glimpses of flares with a cinematic atmosphere
holding a fork incorrectly,holding a fork incorrectly with a cinematic atmosphere
"Supreme x Sol Badguy Profile Picture by Sachin Teng, asymmetrical, Organic Painting , Matte Painting, geometric shapes, hard edges, graffiti, street art,:2 by Sachin Teng:4","Supreme x Sol Badguy Profile Picture by Sachin Teng, asymmetrical, Organic Painting , Matte Painting, geometric shapes, hard edges, graffiti, street art,:2 by Sachin Teng:4 with dramatic shadows"
"psychedelic trippy couch in space, experimental mess, transitioning couch, non discrete couch, musical couch, small but dominant couch, wavy trippy world couch, rice burger couch, steak and eggs couch, hairless, bald, shaven couch, no eyebrows, skin couch, weird people couch","psychedelic trippy couch in space, experimental mess, transitioning couch, non discrete couch, musical couch, small but dominant couch, wavy trippy world couch, rice burger couch, steak and eggs couch, hairless, bald, shaven couch, no eyebrows, skin couch, weird people couch with dim lighting"
a portrait of a pretty young lady by artur bordalo,a portrait of a pretty young lady by artur bordalo with dim lighting
"Daguerreotype of a man done up in 80s style clothes, classical portrait, 1849","Daguerreotype of a man done up in 80s style clothes, classical portrait, 1849 with a cinematic atmosphere"
"dogs barking at each other, digital art","dogs barking at each other, digital art with dim lighting"
"impressionism painting of a pond of water lily on a foggy morning, sun low on horizon through snow capped mountains, soft light, misty","impressionism painting of a pond of water lily on a foggy morning, sun low on horizon through snow capped mountains, soft light, misty with a cinematic atmosphere"
"kid wearing black cloak holding stick - 3 d vfx art - of the sun, art style by james jean & hsiao - ron cheng, character concept art, unreal engine render, digital illustration, sharp, intricate detail, volumetric light, ray tracing, soft light, symmetric, pinterest, artstation, behance,","kid wearing black cloak holding stick - 3 d vfx art - of the sun, art style by james jean & hsiao - ron cheng, character concept art, unreal engine render, digital illustration, sharp, intricate detail, volumetric light, ray tracing, soft light, symmetric, pinterest, artstation, behance, with a cinematic atmosphere"
tarot card,tarot card in vibrant colors
"huge megalodon washed upon the shore, people watching","huge megalodon washed upon the shore, people watching with a cinematic atmosphere"
"graphic novel cover art, sexy natalie portman with dark red hair and with dark - red - skin!!!! as a barbarian queen wearing a bikini made from animal furs charging towards her enemy with a look of bloodlust, highly detailed, masterpiece, realistic shadows, focus on facial details, bold lineart","graphic novel cover art, sexy natalie portman with dark red hair and with dark - red - skin!!!! as a barbarian queen wearing a bikini made from animal furs charging towards her enemy with a look of bloodlust, highly detailed, masterpiece, realistic shadows, focus on facial details, bold lineart in high contrast"
"telephoto 7 0 mm f / 2. 8 iso 2 0 0 photograph depicting the feeling of chrysalism in a cosy safe cluttered french sci - fi ( art nouveau ) cyberpunk apartment in a pastel dreamstate art cinema style. ( shower ) ( ( fish tank ) ), ambient light.","telephoto 7 0 mm f / 2. 8 iso 2 0 0 photograph depicting the feeling of chrysalism in a cosy safe cluttered french sci - fi ( art nouveau ) cyberpunk apartment in a pastel dreamstate art cinema style. ( shower ) ( ( fish tank ) ), ambient light. with dim lighting"
